what,kind,bundleId,bundleVersion,description,time
closed,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1290198557678
activated,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1290198558827
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290198558849
closed,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1290198558864
started,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ant",1290198558886
started,bundle,org.eclipse.mylyn.resources.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.resources.ui",1290198558892
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1290198558897
started,bundle,org.eclipse.mylyn.wikitext.core,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.core",1290198558948
started,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1290198558994
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290198560163
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198561539
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198561707
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198561795
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198567111
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290198567227
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290198567257
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1290198570743
executed,command,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1290198579895
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1290198585883
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1290198586262
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1290198586590
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1290198588371
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198595278
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198596076
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290198596294
