what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290202390577
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202391914
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202392018
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290202392051
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.window.nextEditor",1290202392051
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290202394622
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290202396965
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290202398600
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202400075
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202401632
executed,command,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.commands.DebugLast",1290202401642
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202401688
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202402135
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202402571
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1290202402661
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1290202403594
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1290202404040
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.views.showView",1290202404040
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290202406203
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290202406672
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1290202409242
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1290202409428
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordNext",1290202409630
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1290202410187
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1290202410881
